gene,cell_id,drug_id,label,de_logfc
P35348,BDB,CID16041091,1,-0.626257764099095
P35348,BDB,CID121829,1,1.7624415878380297
P41143,BDB,CID57340765,1,-0.1437352225623476
P41595,BDB,CID8223,1,0.5631779618693393
P28335,BDB,CID1355,1,-0.5797325721813511
P41145,BDB,CID57340760,1,0.4731909610912304
P49286,BDB,CID5311134,1,1.1076338783998292
P41143,BDB,CID44273397,1,-0.5623344655371998
P35372,BDB,CID57340781,1,-1.2167091099639453
P41145,BDB,CID10224207,1,-1.9586073148417746
Q9H3N8,BDB,CID2726,1,-0.3389758811274266
P29274,BDB,CID57340155,1,0.8450980400142569
P50406,BDB,CID1833,1,-0.13601307227797665
Q9Y5N1,BDB,CID2790,1,0.5510933908590658
P35372,BDB,CID55652,1,-1.0917703733556454
P14416,BDB,CID62865,1,-0.16354492148924926
Q9UBL9,BDB,CID6912713,1,-0.5239563996345389
P25100,BDB,CID10442840,1,0.0
P31644,BDB,CID4266,1,0.37680482076192945
Q01959,BDB,CID1576,1,0.2013755463610094
P28335,BDB,CID2818,1,0.396005508894838
Q9Y5N1,BDB,CID41376,1,-1.4361323211045054
P35348,BDB,CID4917,1,-0.33720271215727937
P21554,BDB,CID15998383,1,0.0
P14416,BDB,CID5073,1,0.10852137823941455
P21554,BDB,CID5311501,1,0.7306078441243731
P20309,BDB,CID4543,1,-0.28567024025476684
P28335,BDB,CID2160,1,0.09497551323085673
Q9Y5N1,BDB,CID3035746,1,-0.4600907760934483
P35348,BDB,CID4893,1,1.7401651931268773
P28221,BDB,CID14987,1,1.0400300579289947
P41143,BDB,CID57340759,1,-0.2918219938771571
P43681,BDB,CID22407,1,0.64824118395663
P31645,BDB,CID3947,1,-0.22222452757075928
Q05655,BDB,CID1288,1,-0.5027802225713076
P41143,BDB,CID57340775,1,0.1553360374650623
P20309,BDB,CID2381,1,0.8222351570547524
P49286,BDB,CID115348,1,1.9138138523837167
P28335,BDB,CID4543,1,-0.26253583838557226
P28335,BDB,CID31016,1,-0.592751575031877
P41146,BDB,CID10748995,1,-0.23075415354398565
P49286,BDB,CID3018920,1,0.0
P41143,BDB,CID57340752,1,0.06862037352017936
P20309,BDB,CID129989,1,-0.3867295951628824
P35408,BDB,CID5280360,1,1.2832368267183547
P41143,BDB,CID57340761,1,0.24046421992501266
P29371,BDB,CID5311424,1,-0.24405831951056278
P28335,BDB,CID8223,1,0.3603534546153906
P47211,BDB,CID91898914,1,-1.9575577505908024
P35348,BDB,CID5775,1,-0.13489607026482275
Q9Y5N1,BDB,CID9884746,1,-0.7229974944877586
Q16099,BDB,CID40539,1,0.2271200584031039
P28335,BDB,CID13878025,1,0.8317340784562752
P28335,BDB,CID9815618,1,-0.3979400086720375
P29274,BDB,CID44329583,1,0.33994806169435066
P28221,BDB,CID60795,1,-0.833437462456148
P49146,BDB,CID57340304,1,0.22308782173190522
P21917,BDB,CID9903970,1,0.5502520973757274
P56373,BDB,CID53462972,1,0.0
P56373,BDB,CID2388,1,-0.13054261412629842
P35372,BDB,CID57340786,1,-1.0483046795745548
P31645,BDB,CID2771,1,1.4467822533878163
P41143,BDB,CID57340781,1,-0.3070619604338942
P23975,BDB,CID57340799,1,-0.11197375944393251
P14416,BDB,CID22849992,1,0.6456405626343624
P50391,BDB,CID57340305,1,-0.7116291801057093
P41595,BDB,CID9815618,1,-0.4951458876708541
P41145,BDB,CID91899095,1,-1.8507019175322554
P34969,BDB,CID68848,1,0.0848640933779885
P01303,BDB,CID91898406,1,0.0
Q9Y5N1,BDB,CID6450823,1,-0.5533046435415407
P32745,BDB,CID57339789,1,0.9523583655647734
P35348,BDB,CID16041629,1,-0.10025458460960834
P41143,BDB,CID57340749,1,-0.043321049489360774
P13945,BDB,CID2119,1,0.05018527255878169
P41145,BDB,CID281723,1,-1.3165421618422286
P34969,BDB,CID9681,1,-0.5575618817271843
Q969V1,BDB,CID57340381,1,0.27174061956199314
Q9UBL9,BDB,CID2028,1,-0.18056395030687966
P28335,BDB,CID2801,1,-0.45998449966092103
P41595,BDB,CID24039384,1,-0.46634232982064994
P35408,BDB,CID44208909,1,0.18086391800879653
P14416,BDB,CID13922235,1,-1.232625840632549
P41594,BDB,CID40539,1,0.0
P41595,BDB,CID4184,1,-0.002178753137094702
P35372,BDB,CID5311304,1,-0.8109437637799513
P49146,BDB,CID91898404,1,-0.4506569645404035
P49286,BDB,CID1864,1,0.28747348500867353
P41595,BDB,CID4090,1,0.8273057122207312
P35348,BDB,CID2995,1,-0.7476799269845582
P32745,BDB,CID57339795,1,-0.024473769383200228
P41143,BDB,CID57340750,1,-0.7435536184615241
P21917,BDB,CID2448,1,-0.5512055433830501
P24941,BDB,CID5005498,1,0.0
P41145,BDB,CID12313112,1,0.06366907986937775
P41595,BDB,CID9681,1,0.860241770315719
P0DMS8,BDB,CID44213772,1,1.5213221275682658
P29274,BDB,CID23757284,1,-0.44493657134826137
P20309,BDB,CID5736,1,-0.450023096039204
P23975,BDB,CID1576,1,0.11317762572250967
P35348,BDB,CID127096,1,0.13810520179891483
Q969V1,BDB,CID57340399,1,0.0
P41143,BDB,CID57340757,1,0.7191733904243058
P14416,BDB,CID443951,1,0.6913980531950372
P35372,BDB,CID57340789,1,-1.131278914639319
P41143,BDB,CID5480230,1,-0.39305338066785556
P28335,BDB,CID4078,1,-0.5575931242487817
Q9Y271,BDB,CID5717,1,0.47337724402338743
P28335,BDB,CID3972,1,-0.13547340814741649
P56373,BDB,CID4179055,1,0.20524948779689467
P41143,BDB,CID10101700,1,1.4651399574365485
P17252,BDB,CID5353772,1,0.29291210544180046
P28222,BDB,CID1833,1,-0.20067075711578042
P28335,BDB,CID18516642,1,0.21036893193292627
P41145,BDB,CID5480230,1,1.0
P41595,BDB,CID4106,1,0.8902049936931622
P21917,BDB,CID1238,1,1.527975702664575
P11229,BDB,CID2160,1,0.0
P35346,BDB,CID91935900,1,1.156744890889776
P41145,BDB,CID57340763,1,0.14376559386778354
P50391,BDB,CID91663466,1,-0.014981611688721586
Q9Y5N1,BDB,CID9818903,1,-0.009731239884716913
P23975,BDB,CID4011,1,0.18512594259161652
P28221,BDB,CID5358,1,0.4308697261830936
P41143,BDB,CID57340792,1,-0.020755221590619044
P28221,BDB,CID132552,1,-0.343351230572118
P41143,BDB,CID57340751,1,0.22591711175076945
P35367,BDB,CID3372,1,-0.3222192947339195
Q9UBL9,BDB,CID5957,1,0.03950854128367354
P30939,BDB,CID154315,1,0.32604103050545774
P35348,BDB,CID60149,1,0.5863503287823484
P35346,BDB,CID44291156,1,0.8163691634967556
P0DMS8,BDB,CID2690,1,-0.8096710914731586
P08588,BDB,CID11957615,1,-0.6600427619392253
P41145,BDB,CID57340761,1,0.0823512928371315
P14416,BDB,CID5074,1,-1.0722147858620295
P35346,BDB,CID13105142,1,-0.5711888093815602
P34969,BDB,CID2726,1,-0.21146034582166795
P25929,BDB,CID91898408,1,0.884149600099013
P41145,BDB,CID3034754,1,-1.3668472801536247
P41143,BDB,CID57340764,1,1.2577089461746205
P34969,BDB,CID5074,1,-0.31078983295313733
P32745,BDB,CID57339793,1,-0.6989700043360187
P28221,BDB,CID28693,1,1.2137416152393214
P29274,BDB,CID44293364,1,0.0
P28335,BDB,CID13781100,1,-0.48289909357862193
P41145,BDB,CID25126776,1,-1.881851333472051
P49286,BDB,CID3976006,1,0.4366925976640541
P35408,BDB,CID6449849,1,-0.4319199387109389
P31644,BDB,CID5448,1,-0.18801614091774166
P50406,BDB,CID60149,1,0.7650616234786405
P32745,BDB,CID91898934,1,1.571677362334242
O60755,BDB,CID91898917,1,-0.7500754462389443
P28335,BDB,CID443389,1,1.0098039034940456
P35367,BDB,CID57340800,1,0.0
P41143,BDB,CID57340762,1,-0.4071947313971993
P20309,BDB,CID5282426,1,-0.1664838325355582
Q16445,BDB,CID5081,1,0.23551311498716299
P14867,BDB,CID9823370,1,0.17696773661231013
P49286,BDB,CID1858,1,0.7932399211778662
P28223,BDB,CID4184,1,0.0
P21917,BDB,CID5566,1,-0.5134169824936503
P35372,BDB,CID11804285,1,-0.13127891463931896
P14867,BDB,CID104999,1,-0.7816395782294645
P35367,BDB,CID941650,1,0.3979400086720375
P08912,BDB,CID124226,1,-0.6886291709977996
P17252,BDB,CID5476508,1,0.3177356891668328
P48039,BDB,CID57339969,1,-0.9501725368166944
P35372,BDB,CID44414890,1,0.21133263093120114
P25929,BDB,CID91898412,1,-0.5466639017349779
P23975,BDB,CID4786,1,-0.3270582805273836
P08588,BDB,CID133038,1,1.7197190656775305
Q05655,BDB,CID18433653,1,1.157780356606736
O43603,BDB,CID91898917,1,-0.20784785517516902
P0DMS8,BDB,CID44282843,1,0.5763696938991716
P56373,BDB,CID22935685,1,0.01142946178078219
P28335,BDB,CID3964,1,0.3725244130453156
P28335,BDB,CID68848,1,1.1223613137204893
O60755,BDB,CID91898913,1,0.17981456584533007
P35367,BDB,CID4748,1,0.09691001300805624
P48039,BDB,CID82148,1,0.2493998180885093
P48039,BDB,CID57339968,1,-0.020372483845029876
P31645,BDB,CID6850813,1,-0.01008965572376308
P34972,BDB,CID2978,1,0.0
P20309,BDB,CID24199,1,1.2671717284030137
P14416,BDB,CID219050,1,0.044184177354786414
P35372,BDB,CID57340758,1,0.622993898163605
P14416,BDB,CID688272,1,-0.9855776574348134
Q05655,BDB,CID57340587,1,-0.1274553718740128
P14416,BDB,CID4917,1,0.5391852317200758
P28221,BDB,CID44272242,1,1.8851280979432516
P35346,BDB,CID91898934,1,1.0813237937154572
P21917,BDB,CID54562,1,-0.44167313781615025
P35367,BDB,CID2160,1,1.0222763947111524
P30542,BDB,CID44292969,1,0.0
P34969,BDB,CID2159,1,-0.5238646582619886
P41143,BDB,CID57340766,1,-0.5951723573862839
Q969V1,BDB,CID57340403,1,-0.04777278179600142
P43119,BDB,CID13366823,1,0.0
P34969,BDB,CID10171,1,-0.1360716668386024
P34969,BDB,CID1342,1,-0.5770999433801585
P14416,BDB,CID16362,1,0.23815523605609457
P98161,BDB,CID5353772,1,0.913690665747831
P08912,BDB,CID57340525,1,-0.5495802059590646
Q9UBL9,BDB,CID5310983,1,0.8644031952096434
P48039,BDB,CID126731,1,1.2616342745055213
P28335,BDB,CID3693566,1,0.7063021055860972
P29274,BDB,CID44292964,1,-0.8538719643217618
P50391,BDB,CID57340298,1,-0.5672441346542687
Q16445,BDB,CID5275,1,-0.2355131149871621
P21917,BDB,CID37459,1,-0.5294050878777803
P49286,BDB,CID126731,1,1.482450088224729
P41595,BDB,CID6604042,1,-0.40228122842752523
P35367,BDB,CID5566,1,-0.795880017344075
P35348,BDB,CID16041092,1,-0.3949674582498979
P28222,BDB,CID44272242,1,1.3782155365332658
P28222,BDB,CID2689,1,0.7677223776684405
P23975,BDB,CID2160,1,-0.31361912297200156
P35348,BDB,CID4748,1,0.041195188790858595
P49286,BDB,CID19023749,1,-0.3694873763198334
P0DMS8,BDB,CID5697,1,-0.5909875631252568
P35367,BDB,CID5073,1,-0.17609125905568135
Q16099,BDB,CID5128032,1,-0.2271200584031039
P50391,BDB,CID91898413,1,2.258019660375016
P23975,BDB,CID154315,1,-0.6208094273408014
P49146,BDB,CID57340298,1,0.22308782173190522
P35348,BDB,CID3964,1,-0.40596284255136084
P28335,BDB,CID3250,1,-0.14251237069267475
P28335,BDB,CID4106,1,0.9691329376243125
P41595,BDB,CID5191289,1,0.8615598122436321
P35348,BDB,CID71360,1,1.5498334949565855
P41146,BDB,CID10022859,1,0.0
P34903,BDB,CID5081,1,-0.09433960269785757
P48039,BDB,CID3018920,1,-1.5644405281953047
P08173,BDB,CID2160,1,0.1593793813122062
P14867,BDB,CID100812,1,1.1391791757229104
P14416,BDB,CID16041092,1,-1.3567655071315157
P08588,BDB,CID3682,1,-0.7947391946566169
P17252,BDB,CID5097908,1,0.0
P14867,BDB,CID104916,1,1.0520290000040102
P41595,BDB,CID3654103,1,-0.5222664630544722
P25100,BDB,CID16041629,1,-0.024881019654687364
P14416,BDB,CID125246,1,-0.7980569365983499
P23975,BDB,CID6850813,1,0.5314789170422554
P41145,BDB,CID57340787,1,-1.8776854072178484
P49146,BDB,CID57339953,1,-1.0931821404888131
P34969,BDB,CID5265,1,-0.6575773191777934
P35348,BDB,CID5265,1,-0.3160724658533498
P25100,BDB,CID60612,1,-0.4999992546894241
P50391,BDB,CID91928728,1,0.3829583969833159
P32745,BDB,CID91663465,1,0.9276914819972788
P50406,BDB,CID3981,1,1.137619900961722
P21554,BDB,CID9849616,1,1.2193599492126612
P41595,BDB,CID44265170,1,-0.40371691397267906
P23975,BDB,CID5282426,1,-0.4323089103033002
P49146,BDB,CID91898412,1,-0.18101249564494992
P14416,BDB,CID2448,1,0.4095513739033958
P21917,BDB,CID213046,1,1.652914439272875
P35367,BDB,CID2818,1,0.79997073344623
P41595,BDB,CID2159,1,-0.03621763777721121
P32745,BDB,CID5311430,1,-0.23933575497738957
P16234,BDB,CID644241,1,0.0
P35367,BDB,CID5736,1,0.7077439286435236
P29323,BDB,CID644241,1,0.0
Q9Y5N1,BDB,CID2766326,1,0.6417544545901208
P31645,BDB,CID3696,1,1.4767454767652595
P14416,BDB,CID4078,1,-0.6756586163276221
P28335,BDB,CID23983771,1,-0.6102227592001359
P28222,BDB,CID8969,1,-0.5142064649528955
P35372,BDB,CID5359272,1,0.7533276666586115
P31645,BDB,CID57340812,1,-0.3593977205960712
P29371,BDB,CID44307679,1,0.2788204257697746
P14416,BDB,CID16041264,1,-1.3823881609658812
P08912,BDB,CID4919,1,-0.14976232033333226
P34972,BDB,CID5311501,1,1.747051625620153
Q99705,BDB,CID57340402,1,1.154055014093613
P34969,BDB,CID4748,1,-0.019305155195386448
Q99705,BDB,CID11238212,1,-0.5103657212733657
P25021,BDB,CID25149515,1,0.2914846777577509
P28335,BDB,CID3981,1,1.3088553331759378
P41143,BDB,CID10322880,1,1.0092080017868241
P21554,BDB,CID15991674,1,-0.1230627316095454
P31645,BDB,CID57340797,1,-0.22222452757075928
O60755,BDB,CID91934871,1,-0.0699627356531689
P20309,BDB,CID3602,1,0.4132997640812519
P35367,BDB,CID4926,1,0.6989700043360187
P41145,BDB,CID44414890,1,0.22847932851536967
P35367,BDB,CID11638552,1,-0.4149733479708182
P28566,BDB,CID8226,1,-0.007451343738600791
P20309,BDB,CID1734,1,1.635148513697608
P34969,BDB,CID57340195,1,0.14239341426843666
P35408,BDB,CID5282381,1,-0.18086391800879653
Q969V1,BDB,CID57340389,1,0.06526673151259121
P41595,BDB,CID8226,1,1.3875296345011119
Q16445,BDB,CID4266,1,0.7813448884166672
P08912,BDB,CID667466,1,-0.16749108729376339
P25929,BDB,CID91898444,1,-0.6066129841328642
P28335,BDB,CID3251,1,1.069214651086435
P29274,BDB,CID176407,1,1.0
P41595,BDB,CID5163,1,-0.06669280407244305
P28335,BDB,CID23844155,1,-0.10763387839982919
P50406,BDB,CID4184,1,-0.41252831163823434
P35372,BDB,CID10022859,1,-0.8801407889209747
P48169,BDB,CID100812,1,0.6197501509025773
P07550,BDB,CID2119,1,0.4247660180815096
P34969,BDB,CID57340196,1,-0.25756949676189134
P0DMS8,BDB,CID44457473,1,0.0015566177120716063
P35346,BDB,CID44270284,1,1.0509411647217366
Q9UBL9,BDB,CID2388,1,0.07328696766163212
P14416,BDB,CID9868452,1,-0.9000787935225025
P21554,BDB,CID15998702,1,-0.1908145158763883
P41143,BDB,CID461776,1,0.6710361981182764
P08588,BDB,CID10339796,1,0.30014996601756394
Q969V1,BDB,CID57340398,1,0.33243845991560494
P35372,BDB,CID57340757,1,1.1165055690714372
P25929,BDB,CID91898403,1,-0.5866151001691859
P14416,BDB,CID4585,1,-0.8914786217605855
P41145,BDB,CID430245,1,-1.1707949192457328
P17252,BDB,CID57340587,1,-0.7855984154039302
P35346,BDB,CID44311916,1,-0.17254776023138696
P32745,BDB,CID44291156,1,1.2477844837107561
P35372,BDB,CID5490755,1,0.05435766232259276
P21917,BDB,CID4249,1,-0.03133230824243771
O60760,BDB,CID6449849,1,0.37666383332930664
P35372,BDB,CID16144003,1,0.11650556907143717
P41145,BDB,CID10322880,1,0.7403626894942441
P28221,BDB,CID219050,1,-0.8009579089940457
P34969,BDB,CID3964,1,-0.598093804110361
Q01959,BDB,CID10657292,1,-0.2516120286419339
P43681,BDB,CID1204,1,1.3294824213322176
Q9UBL9,BDB,CID22935685,1,0.045457873796874715
P23975,BDB,CID107786,1,0.1370272362160394
P41143,BDB,CID5311481,1,1.1553360374650623
P21554,BDB,CID15998061,1,-0.2233437407033083
P48145,BDB,CID1223,1,0.0
P14416,BDB,CID5566,1,0.5207018260260625
P43681,BDB,CID942,1,-0.64824118395663
P41595,BDB,CID1150,1,-0.6328570190258169
P28566,BDB,CID9903970,1,0.9008386618983781
Q969V1,BDB,CID57340384,1,0.9344984512435675
P49286,BDB,CID57339965,1,1.2510560207021424
P28335,BDB,CID105432,1,0.0
P35348,BDB,CID60854,1,0.028357964085686582
P34903,BDB,CID3380,1,-0.3981446524166108
P41145,BDB,CID55652,1,1.5642714304385628
P41145,BDB,CID5284596,1,-0.8697649235817515
P34903,BDB,CID5556,1,0.3206337452729606
P14416,BDB,CID60149,1,0.16851930791469982
P35348,BDB,CID3559,1,0.08096231566234557
P35348,BDB,CID5736,1,0.1778723286704018
P28221,BDB,CID4106,1,0.2356434566871517
P14867,BDB,CID3016,1,-1.125376312949502
P34972,BDB,CID5321846,1,-0.03914558431824311
P50406,BDB,CID4748,1,0.26700646192333544
P21917,BDB,CID71351,1,0.31049175845066834
P41595,BDB,CID8969,1,-0.47990177389720134
P32745,BDB,CID57339949,1,-0.8601209135987631
P28222,BDB,CID108029,1,-0.0058812449644820575
P29274,BDB,CID5697,1,0.04921802267018194
Q16445,BDB,CID119,1,-0.5855329117347612
P32745,BDB,CID44270290,1,-0.024473769383200228
P34969,BDB,CID4847,1,0.5328629661869382
P28335,BDB,CID154315,1,1.1712710710409944
P30939,BDB,CID1832,1,-0.14335948808571164
P30542,BDB,CID44292742,1,1.0612696567389222
P08912,BDB,CID2381,1,0.431108371924692
P34903,BDB,CID3373,1,0.9716801972917963
P47211,BDB,CID57340017,1,0.0
P41595,BDB,CID5533,1,-0.8165349499173624
P21917,BDB,CID13922235,1,0.016092341685700617
P08912,BDB,CID57340526,1,-0.4795837776874796
P50391,BDB,CID57340301,1,0.462139643030941
P35372,BDB,CID121591,1,0.029051797057823237
Q969V1,BDB,CID57340401,1,-0.019744058195757752
P34903,BDB,CID104999,1,-0.22755086527214718
P35348,BDB,CID443951,1,0.4909668357357653
P41143,BDB,CID12313112,1,-0.8280647007154762
P21554,BDB,CID15614389,1,2.1506441368432014
Q05655,BDB,CID5353772,1,1.1656056941186925
P28221,BDB,CID107780,1,0.6768521555161691
P35372,BDB,CID57340756,1,0.4142076213864918
P0DMS8,BDB,CID3668,1,-0.7585185690257772
P35346,BDB,CID11251755,1,-1.0340696249866124
P41595,BDB,CID3277600,1,-0.8222588480197652
P35372,BDB,CID57340775,1,-0.44164893655744386
P35372,BDB,CID5486827,1,-0.8576871673222772
P50391,BDB,CID91898421,1,2.0624659215499026
P14416,BDB,CID14096625,1,0.8217318216900438
P21917,BDB,CID125246,1,0.18555302184236844
P13945,BDB,CID4828,1,-0.0501852725587808
P20309,BDB,CID124226,1,0.2091797814253269
P35348,BDB,CID115237,1,0.036873815008216404
P21917,BDB,CID57533,1,-0.6333922995703993
P36544,BDB,CID1204,1,0.0
P35372,BDB,CID57340772,1,-1.6387827983527021
P28221,BDB,CID3654103,1,-0.012075910525709332
P41595,BDB,CID5073,1,-0.7802095501898032
P41145,BDB,CID3034816,1,-0.15726440179619772
P14416,BDB,CID133633,1,0.0
P21917,BDB,CID16104,1,0.36660770042960067
P56373,BDB,CID2028,1,-0.7188143209686269
P21917,BDB,CID2820,1,-0.5231768197828064
P35372,BDB,CID6603759,1,1.230448921378274
P21917,BDB,CID219050,1,0.3599203992054356
O60760,BDB,CID5353560,1,-0.37666383332930486
P14416,BDB,CID11957615,1,0.9009130677376689
P41595,BDB,CID6166,1,-0.4247014054548073
P28335,BDB,CID9868452,1,-0.5497365442152278
P35372,BDB,CID44375783,1,-1.0367228070247396
P28221,BDB,CID60809,1,0.19904209100595516
P35372,BDB,CID5480230,1,-0.834009067848644
P35367,BDB,CID2726,1,0.1249387366082999
P28335,BDB,CID11957615,1,0.540015500339079
P41143,BDB,CID281723,1,-0.662889856148893
Q9UBL9,BDB,CID115205,1,0.5835765856339492
P32745,BDB,CID76516274,1,-0.8601209135987631
P28221,BDB,CID8969,1,-0.525973356786757
P07550,BDB,CID5581,1,-0.7358851651294609
Q9Y5N1,BDB,CID912,1,0.009731239884715137
P41595,BDB,CID196968,1,1.235740909939512
Q9UBL9,BDB,CID65304,1,-0.6716959194693564
P31645,BDB,CID9882979,1,2.160475514544542
P28335,BDB,CID5736,1,0.8878500204352076
P08588,BDB,CID4946,1,0.9146956688935859
P23975,BDB,CID4528,1,-0.11785594166988655
P41143,BDB,CID44369694,1,0.8168795438604572
P41595,BDB,CID2512,1,1.0095398527834636
P35348,BDB,CID16041449,1,-0.4174426602347907
P14416,BDB,CID60795,1,0.2945317026270633
P29275,BDB,CID163889,1,-0.02426185340191367
P08912,BDB,CID19874223,1,0.9294189257142929
P31645,BDB,CID5282426,1,0.6883750611999293
P35372,BDB,CID1223,1,0.3383543186877933
P31645,BDB,CID57340808,1,-0.14055448111943925
P35372,BDB,CID44273397,1,0.0
P14416,BDB,CID16106,1,-1.1782681783099562
P20309,BDB,CID57340525,1,0.1833620781733183
P23975,BDB,CID65856,1,0.10334412301346685
P21554,BDB,CID11496202,1,-0.007424018079207784
P25021,BDB,CID11956130,1,0.0
P08912,BDB,CID54592346,1,-0.7395723444500915
Q01959,BDB,CID10470490,1,-0.6151344725102783
P14867,BDB,CID4838,1,-1.8665731531661809
Q05655,BDB,CID57340588,1,-0.583990095811898
